NodeName1,NodeName2,NodeName3,NodeName4,NodeName5,NodeName6,ParentName,PathName,NodeID,ParentID,NodeName,Current,Goal,PNT,Legend,Function,TierOrder,TreeType,NodeColor,HasValueFlag,Depth,IsInValuablePath,IsInYellowPath,IsYellowLeaf,IsGreenConnected,IsInRedPath,IsTYCOMPath,IsPMPath,IsSYSCOMPath,IsRSPath,IsCOMFRCPath,HasValueFlag_Clean,CombinedFlag,CombinedFlagLabel,CombinedYellowFlag,CombinedYellowFlagLabel
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Support Equip Health: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Support Equip Health: Scheduled Maintenance - Propulsion (PMCM),10303,10149,Support Equip Health: Scheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Support Equip Health: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Support Equip Health: Unscheduled Maintenance - Propulsion (PMCM),10304,10150,Support Equip Health: Unscheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Maintenance Training: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Maintenance Training: Scheduled Maintenance - Propulsion (PMCM),10305,10149,Maintenance Training: Scheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Maintenance Training: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Maintenance Training: Unscheduled Maintenance - Propulsion (PMCM),10306,10150,Maintenance Training: Unscheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Technical Data Access: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Technical Data Access: Scheduled Maintenance - Propulsion (PMCM),10307,10149,Technical Data Access: Scheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Technical Data Access: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Technical Data Access: Unscheduled Maintenance - Propulsion (PMCM),10308,10150,Technical Data Access: Unscheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Maintenance Planning: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Maintenance Planning: Scheduled Maintenance - Propulsion (PMCM),10309,10149,Maintenance Planning: Scheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCM),10310,10150,Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCM),10311,10149,Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCM),10312,10150,Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Tech Pubs Health: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Tech Pubs Health: Scheduled Maintenance - Avionics (PMCM),10313,10151,Tech Pubs Health: Scheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCM),10314,10152,Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Support Equip Health: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Support Equip Health: Scheduled Maintenance - Avionics (PMCM),10315,10151,Support Equip Health: Scheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Support Equip Health: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Support Equip Health: Unscheduled Maintenance - Avionics (PMCM),10316,10152,Support Equip Health: Unscheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Maintenance Training: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Maintenance Training: Scheduled Maintenance - Avionics (PMCM),10317,10151,Maintenance Training: Scheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Maintenance Training: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Maintenance Training: Unscheduled Maintenance - Avionics (PMCM),10318,10152,Maintenance Training: Unscheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Technical Data Access: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Technical Data Access: Scheduled Maintenance - Avionics (PMCM),10319,10151,Technical Data Access: Scheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Technical Data Access: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Technical Data Access: Unscheduled Maintenance - Avionics (PMCM),10320,10152,Technical Data Access: Unscheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Maintenance Planning: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Maintenance Planning: Scheduled Maintenance - Avionics (PMCM),10321,10151,Maintenance Planning: Scheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Maintenance Planning: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Maintenance Planning: Unscheduled Maintenance - Avionics (PMCM),10322,10152,Maintenance Planning: Unscheduled Maintenance - Avionics (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),Sustaining Engineering: Scheduled Maintenance - Avionics (PMCM),Scheduled Maintenance  - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Scheduled Maintenance  - Avionics (PMCM)\Sustaining Engineering: Scheduled Maintenance - Avionics (PMCM),10323,10151,Sustaining Engineering: Scheduled Maintenance - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCM),Unscheduled Maintenance - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Unscheduled Maintenance - Avionics (PMCM)\Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCM),10324,10152,Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Support Equip Health: ISR Repairs,,ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Support Equip Health: ISR Repairs,10325,10124,Support Equip Health: ISR Repairs,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Air Vehicle (NMCS),Supply Effectiveness - Air Vehicle (NMCS),Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCS),Supply Effectiveness - Air Vehicle (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Air Vehicle (NMCS)\Supply Effectiveness - Air Vehicle (NMCS)\Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCS),10326,10153,Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Air Vehicle (NMCS),Material Availability - Air Vehicle (NMCS),Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCS),Material Availability - Air Vehicle (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Air Vehicle (NMCS)\Material Availability - Air Vehicle (NMCS)\Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCS),10327,10154,Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Propulsion (NMCS),Supply Effectiveness - Propulsion (NMCS),Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCS),Supply Effectiveness - Propulsion (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Propulsion (NMCS)\Supply Effectiveness - Propulsion (NMCS)\Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCS),10328,10155,Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Propulsion (NMCS),Material Availability - Propulsion (NMCS),Forecasting (NAVSUP): Material Availability - Propulsion (NMCS),Material Availability - Propulsion (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Propulsion (NMCS)\Material Availability - Propulsion (NMCS)\Forecasting (NAVSUP): Material Availability - Propulsion (NMCS),10329,10156,Forecasting (NAVSUP): Material Availability - Propulsion (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Avionics (NMCS),Supply Effectiveness - Avionics (NMCS),Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCS),Supply Effectiveness - Avionics (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Avionics (NMCS)\Supply Effectiveness - Avionics (NMCS)\Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCS),10330,10157,Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Avionics (NMCS),Material Availability - Avionics (NMCS),Forecasting (NAVSUP): Material Availability - Avionics (NMCS),Material Availability - Avionics (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Avionics (NMCS)\Material Availability - Avionics (NMCS)\Forecasting (NAVSUP): Material Availability - Avionics (NMCS),10331,10158,Forecasting (NAVSUP): Material Availability - Avionics (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Air Vehicle (NMCM),Supply Effectiveness - Air Vehicle (NMCM),Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCM),Supply Effectiveness - Air Vehicle (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Air Vehicle (NMCM)\Supply Effectiveness - Air Vehicle (NMCM)\Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCM),10332,10159,Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Air Vehicle (NMCM),Material Availability - Air Vehicle (NMCM),Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCM),Material Availability - Air Vehicle (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Air Vehicle (NMCM)\Material Availability - Air Vehicle (NMCM)\Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCM),10333,10160,Forecasting (NAVSUP): Material Availability - Air Vehicle (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Propulsion (NMCM),Supply Effectiveness - Propulsion (NMCM),Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCM),Supply Effectiveness - Propulsion (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Propulsion (NMCM)\Supply Effectiveness - Propulsion (NMCM)\Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCM),10334,10161,Forecasting (NAVSUP): Supply Effectiveness - Propulsion (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Propulsion (NMCM),Material Availability - Propulsion (NMCM),Forecasting (NAVSUP): Material Availability - Propulsion (NMCM),Material Availability - Propulsion (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Propulsion (NMCM)\Material Availability - Propulsion (NMCM)\Forecasting (NAVSUP): Material Availability - Propulsion (NMCM),10335,10162,Forecasting (NAVSUP): Material Availability - Propulsion (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Avionics (NMCM),Supply Effectiveness - Avionics (NMCM),Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCM),Supply Effectiveness - Avionics (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Avionics (NMCM)\Supply Effectiveness - Avionics (NMCM)\Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCM),10336,10163,Forecasting (NAVSUP): Supply Effectiveness - Avionics (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Avionics (NMCM),Material Availability - Avionics (NMCM),Forecasting (NAVSUP): Material Availability - Avionics (NMCM),Material Availability - Avionics (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Avionics (NMCM)\Material Availability - Avionics (NMCM)\Forecasting (NAVSUP): Material Availability - Avionics (NMCM),10337,10164,Forecasting (NAVSUP): Material Availability - Avionics (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Supply Effectiveness - Air Vehicle (PMCS),Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCS),Supply Effectiveness - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Supply Effectiveness - Air Vehicle (PMCS)\Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCS),10338,10165,Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Material Availability - Air Vehicle (PMCS),Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCS),Material Availability - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Material Availability - Air Vehicle (PMCS)\Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCS),10339,10166,Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Supply Effectiveness - Propulsion (PMCS),Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCS),Supply Effectiveness - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Supply Effectiveness - Propulsion (PMCS)\Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCS),10340,10167,Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Material Availability - Propulsion (PMCS),Forecasting (NAVSUP): Material Availability - Propulsion (PMCS),Material Availability - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Material Availability - Propulsion (PMCS)\Forecasting (NAVSUP): Material Availability - Propulsion (PMCS),10341,10168,Forecasting (NAVSUP): Material Availability - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Supply Effectiveness - Avionics (PMCS),Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCS),Supply Effectiveness - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Supply Effectiveness - Avionics (PMCS)\Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCS),10342,10169,Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Material Availability - Avionics (PMCS),Forecasting (NAVSUP): Material Availability - Avionics (PMCS),Material Availability - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Material Availability - Avionics (PMCS)\Forecasting (NAVSUP): Material Availability - Avionics (PMCS),10343,10170,Forecasting (NAVSUP): Material Availability - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Supply Effectiveness - Air Vehicle (PMCM),Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCM),Supply Effectiveness - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Supply Effectiveness - Air Vehicle (PMCM)\Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCM),10344,10171,Forecasting (NAVSUP): Supply Effectiveness - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
