NodeName1,NodeName2,NodeName3,NodeName4,NodeName5,NodeName6,ParentName,PathName,NodeID,ParentID,NodeName,Current,Goal,PNT,Legend,Function,TierOrder,TreeType,NodeColor,HasValueFlag,Depth,IsInValuablePath,IsInYellowPath,IsYellowLeaf,IsGreenConnected,IsInRedPath,IsTYCOMPath,IsPMPath,IsSYSCOMPath,IsRSPath,IsCOMFRCPath,HasValueFlag_Clean,CombinedFlag,CombinedFlagLabel,CombinedYellowFlag,CombinedYellowFlagLabel
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Scheduled Maintenance - Air Vehicle (PMCS),Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCS),Scheduled Maintenance - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Scheduled Maintenance - Air Vehicle (PMCS)\Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCS),10261,10141,Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Unscheduled Maintenance - Air Vehicle (PMCS),Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCS),Unscheduled Maintenance - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Unscheduled Maintenance - Air Vehicle (PMCS)\Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCS),10262,10142,Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Scheduled Maintenance - Air Vehicle (PMCS),Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCS),Scheduled Maintenance - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Scheduled Maintenance - Air Vehicle (PMCS)\Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCS),10263,10141,Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Unscheduled Maintenance - Air Vehicle (PMCS),Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCS),Unscheduled Maintenance - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Unscheduled Maintenance - Air Vehicle (PMCS)\Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCS),10264,10142,Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCS),10265,10143,Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCS),10266,10144,Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Support Equip Health: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Support Equip Health: Scheduled Maintenance - Propulsion (PMCS),10267,10143,Support Equip Health: Scheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Support Equip Health: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Support Equip Health: Unscheduled Maintenance - Propulsion (PMCS),10268,10144,Support Equip Health: Unscheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Maintenance Training: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Maintenance Training: Scheduled Maintenance - Propulsion (PMCS),10269,10143,Maintenance Training: Scheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Maintenance Training: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Maintenance Training: Unscheduled Maintenance - Propulsion (PMCS),10270,10144,Maintenance Training: Unscheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Technical Data Access: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Technical Data Access: Scheduled Maintenance - Propulsion (PMCS),10271,10143,Technical Data Access: Scheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Technical Data Access: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Technical Data Access: Unscheduled Maintenance - Propulsion (PMCS),10272,10144,Technical Data Access: Unscheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Maintenance Planning: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Maintenance Planning: Scheduled Maintenance - Propulsion (PMCS),10273,10143,Maintenance Planning: Scheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCS),10274,10144,Maintenance Planning: Unscheduled Maintenance - Propulsion (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCS),Scheduled Maintenance  - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Scheduled Maintenance  - Propulsion (PMCS)\Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCS),10275,10143,Sustaining Engineering: Scheduled Maintenance - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCS),Unscheduled Maintenance - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Unscheduled Maintenance - Propulsion (PMCS)\Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCS),10276,10144,Sustaining Engineering: Unscheduled Maintenance - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Tech Pubs Health: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Tech Pubs Health: Scheduled Maintenance - Avionics (PMCS),10277,10145,Tech Pubs Health: Scheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCS),10278,10146,Tech Pubs Health: Unscheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Support Equip Health: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Support Equip Health: Scheduled Maintenance - Avionics (PMCS),10279,10145,Support Equip Health: Scheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Support Equip Health: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Support Equip Health: Unscheduled Maintenance - Avionics (PMCS),10280,10146,Support Equip Health: Unscheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Maintenance Training: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Maintenance Training: Scheduled Maintenance - Avionics (PMCS),10281,10145,Maintenance Training: Scheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Maintenance Training: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Maintenance Training: Unscheduled Maintenance - Avionics (PMCS),10282,10146,Maintenance Training: Unscheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Technical Data Access: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Technical Data Access: Scheduled Maintenance - Avionics (PMCS),10283,10145,Technical Data Access: Scheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Technical Data Access: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Technical Data Access: Unscheduled Maintenance - Avionics (PMCS),10284,10146,Technical Data Access: Unscheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Maintenance Planning: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Maintenance Planning: Scheduled Maintenance - Avionics (PMCS),10285,10145,Maintenance Planning: Scheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Maintenance Planning: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Maintenance Planning: Unscheduled Maintenance - Avionics (PMCS),10286,10146,Maintenance Planning: Unscheduled Maintenance - Avionics (PMCS),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),Sustaining Engineering: Scheduled Maintenance - Avionics (PMCS),Scheduled Maintenance  - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Scheduled Maintenance  - Avionics (PMCS)\Sustaining Engineering: Scheduled Maintenance - Avionics (PMCS),10287,10145,Sustaining Engineering: Scheduled Maintenance - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCS),Unscheduled Maintenance - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Unscheduled Maintenance - Avionics (PMCS)\Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCS),10288,10146,Sustaining Engineering: Unscheduled Maintenance - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Tech Pubs Health: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Tech Pubs Health: Scheduled Maintenance - Air Vehicle (PMCM),10289,10147,Tech Pubs Health: Scheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Tech Pubs Health: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Tech Pubs Health: Unscheduled Maintenance - Air Vehicle (PMCM),10290,10148,Tech Pubs Health: Unscheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Support Equip Health: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Support Equip Health: Scheduled Maintenance - Air Vehicle (PMCM),10291,10147,Support Equip Health: Scheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Support Equip Health: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Support Equip Health: Unscheduled Maintenance - Air Vehicle (PMCM),10292,10148,Support Equip Health: Unscheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Maintenance Training: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Maintenance Training: Scheduled Maintenance - Air Vehicle (PMCM),10293,10147,Maintenance Training: Scheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Maintenance Training: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Maintenance Training: Unscheduled Maintenance - Air Vehicle (PMCM),10294,10148,Maintenance Training: Unscheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Technical Data Access: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Technical Data Access: Scheduled Maintenance - Air Vehicle (PMCM),10295,10147,Technical Data Access: Scheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Technical Data Access: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Technical Data Access: Unscheduled Maintenance - Air Vehicle (PMCM),10296,10148,Technical Data Access: Unscheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCM),10297,10147,Maintenance Planning: Scheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCM),10298,10148,Maintenance Planning: Unscheduled Maintenance - Air Vehicle (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCM),Scheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Scheduled Maintenance - Air Vehicle (PMCM)\Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCM),10299,10147,Sustaining Engineering: Scheduled Maintenance - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCM),Unscheduled Maintenance - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Unscheduled Maintenance - Air Vehicle (PMCM)\Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCM),10300,10148,Sustaining Engineering: Unscheduled Maintenance - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCM),Scheduled Maintenance  - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Scheduled Maintenance  - Propulsion (PMCM)\Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCM),10301,10149,Tech Pubs Health: Scheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCM),Unscheduled Maintenance - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Unscheduled Maintenance - Propulsion (PMCM)\Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCM),10302,10150,Tech Pubs Health: Unscheduled Maintenance - Propulsion (PMCM),1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,6,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
